BudgetLOB,BudgetGroup,BudgetLine,d1,d2,d3,d4,d5,d6,d7,Status,FranchiseNo,FranchiseName,FinancialYear,FinancialMonth,CalendarYear,CalendarMonth,CalendarPeriod,CalendarStartDate,CalendarEndDate,MACH_SERIAL_No,InvoiceDate,InvoiceNo,InvoiceOrderNo,InvoiceVersionNo,InvoiceLineNo,AttachedToSerialNo,CustomerAccount,CustomerBillAccount,CustomerName,BillTitle,BillToCustomer,BillAddress1,BillAddress2,BillAddress3,PostCode,TypeOfSale,PickingNo,DeliveryMode,ShipDate,ShipAccNo,ShipName,ShipTitle,ShipBuilding,ShipStreetNo,ShipStreetName,ShipSuburb,CustomerOrderRef,UserID,Comment1,Comment2,Comment3,ProfitGroup,ProfitGroupDescription,ProfitCentre,ProfitCentreDescription,CustomerCategory,CustomerPurchaseHold,ApplyTo,StockItem,WarehouseCode,WarehouseDescription,Warehouse,SalesmanCode,SalesmanName,DepartmentCode,DepartmentName,ReleasedBy,GRNNo,ManualRefNo,ReasonCode,ReasonCodeDescription,CreditController,CreditControllerName,Branch,UnitOfMeasure,Chargable,Serialized,InsComm,EngineerCode,EngineerNo,EngineerName,Content,ContentSubType,ProductType,ProductTypeDescription,ProductCode,ProductCodeDescription,ProductCategory,ProductCategoryDescription,ProductRank,ProductSubtype,ProductSupplier,NashuaProd,MachineStatus,MachineCondition,TradeInSerialNo,SettlementValue,Segment,SegmentDescription,InvoiceType,StockQuantitiesIssued,QTYOrdered,QTYPicked,QtyBackOrder,UnitPrice,UnitCost,QTY,DiscAccountNo,DiscPcnt,DiscountValue,TaxPercentage,CostPrice,SellingPrice,Margin,TaxValue,LineTotal,Rundate
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/10,955568,162158,1,15,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,507089,Truck,2020-06-10,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053516-01 DDREB NET,DDREB,NASHUA MPUMALANGA,ORDER TO BE COLLECTED,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,100,DSV-MAIN W/H,100_DSV-MAIN W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,DDREB,0,53516,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC305YL,YELLOW PRINT CART: MPC305SPF,ZCC,Copier chem/cons,,TCY,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Ship & Invoice,1,1,1,0,1179.0,792.0,1.0,0,0.0,0.0,15,1179.0,0.0,0.0,176.85,1355.85,16:10.6
Business Infrastructure,Consumables,"Other (Staples, Labels, etc.)",Business Infrastructure,Annuity,Consumable,Other,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/05/23,953492,160159,1,1,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,505921,Truck,2020-05-23,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053386-01 EDITHM NET,EDITHM,NASHUA MPUMALANGA,ORDER TO BE COLLECTED,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,100,DSV-MAIN W/H,100_DSV-MAIN W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,EDITHM,0,53386,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Consumables,Priport,ZVNI,CONS PRIPORT NAS PP INK,PIDX2330BLS,BLK INK DX2330/2430 MODEL TT3,ZPC,Priport consumables,,TON,,Y,Sold,Blank,,0.0,PRIP,Priports,Ship & Invoice,6,6,6,0,169.0,110.0,6.0,0,0.0,0.0,15,1014.0,0.0,0.0,152.1,1166.1,16:10.6
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,,Mono,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/10,955568,162158,1,28,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,507089,Truck,2020-06-10,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053516-01 DDREB NET,DDREB,NASHUA MPUMALANGA,ORDER TO BE COLLECTED,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,100,DSV-MAIN W/H,100_DSV-MAIN W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,DDREB,0,53516,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,T1270D,1270D BLK TON - MP161/MP201,ZCC,Copier chem/cons,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Ship & Invoice,16,16,16,0,426.0,281.0,16.0,0,0.0,0.0,15,6816.0,0.0,0.0,1022.4,7838.4,16:10.6
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Lightning Protectors,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/05/29,954210,160829,1,3,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,506323,Truck,2020-05-29,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053433-01 EDITHM NET,EDITHM,NASHUA MPUMALANGA,ORDER FOR  MISTRY'S FINANCIAL,SERVICES,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,100,DSV-MAIN W/H,100_DSV-MAIN W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,EDITHM,0,53433,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Parts_LightingPro,Other,GANX,GENERAL ACCESSORIES LP,NASH422G,STD LIGHTNING & SURGE PROTECT,LSP,LIGHTNING/SURGE PROTECTION ONG,PY,LP,,Y,Sold,Required,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,348.47,348.47,1.0,0,0.0,0.0,15,348.47,0.0,0.0,52.27,400.74,16:10.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,3389PB01836,2020/05/28,954001,160611,1,1,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Warranty,0,,2020-05-28,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,WARRANTY PAYOUT,EDITHM,WARRANTY PAYOUT TO OWNER NET,FOR E-ORDER P/O# 053424,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,954000,N,999,None,999_None,42,CLINT VAN WYK,113,FRANCHISE DEPT,EDITHM,0,53424,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Non-Stock Charges,WARRANTY,*,NON-STOCK CHARGES,WARRANTY,WARRANTY PAYOUT,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,235.41,0.0,,0,0.0,0.0,15,-235.41,0.0,0.0,-35.31,-270.72,16:10.6
Smart Solutions,Smart Solutions,Surveilance,Smart Solutions,Hardware,Surveillance,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,E43905129,2020/06/17,956191,162769,1,6,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-order(HP),0,Truck,1900-01-01,806076,NASHUA MPUMALANGA,NASHUA HOUSE,8 DOLERITE STREET,,AERORAND,MIDDELBURG MPUMALANGA,052876-04 EDITHM NET,JANETB,EDITH,013 249 8800,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,413,PINNSEC,413_PINNSEC,42,CLINT VAN WYK,113,FRANCHISE DEPT,JANETB,0,138404,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,Y,0.0,,0,,CCTV,Accessory,BAND,CCTV ACCESSORY NASHUA DIGITAL,2CD5A26G0,DS-2CD5A26G0-IZS,CTV,CCTV ACCESSORY,,NVC,,Y,Sold,Blank,,0.0,,Blank,Manual Invoice,1,1,1,0,5786.23,5260.21,1.0,0,0.0,0.0,15,5786.23,0.0,0.0,867.93,6654.16,16:10.6
Smart Solutions,Smart Solutions,Surveilance,Smart Solutions,Hardware,Surveillance,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,E43905143,2020/06/17,956191,162769,1,18,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-order(HP),0,Truck,1900-01-01,806076,NASHUA MPUMALANGA,NASHUA HOUSE,8 DOLERITE STREET,,AERORAND,MIDDELBURG MPUMALANGA,052876-04 EDITHM NET,JANETB,EDITH,013 249 8800,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,413,PINNSEC,413_PINNSEC,42,CLINT VAN WYK,113,FRANCHISE DEPT,JANETB,0,138404,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,Y,0.0,,0,,CCTV,Accessory,BAND,CCTV ACCESSORY NASHUA DIGITAL,2CD5A26G0,DS-2CD5A26G0-IZS,CTV,CCTV ACCESSORY,,NVC,,Y,Sold,Blank,,0.0,,Blank,Manual Invoice,1,1,1,0,5786.23,5260.21,1.0,0,0.0,0.0,15,5786.23,0.0,0.0,867.93,6654.16,16:10.6
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/05/28,954019,160630,1,15,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,506229,Collect in Despatch,2020-05-28,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053426-01 CLAUDIAB NET,CLAUDIAB,806076,Driver will collect,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,101,DSV-PARTS W/H,101_DSV-PARTS W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,CLAUDIAB,0,53426,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Parts,Copiers,SC,SPARES - COPIERS,D1882264,PCU:SERV PARTS:XYZ(D1882254),C,COPIER PARTS,AA,PRT,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,2,2,2,0,2434.19,1734.69,2.0,0,0.0,0.0,15,4868.38,0.0,0.0,730.26,5598.64,16:10.6
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/19,956629,163206,1,2,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,507680,Collect in Despatch,2020-06-19,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053598-01 CLAUDIAB NET,CLAUDIAB,806076,Driver will collect,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,101,DSV-PARTS W/H,101_DSV-PARTS W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,CLAUDIAB,0,53598,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Parts,Copiers,SC,SPARES - COPIERS,AD041114,BLADE:CLEANING AF3025/30,C,COPIER PARTS,AA,CBL,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,189.53,128.06,1.0,0,0.0,0.0,15,189.53,0.0,0.0,28.43,217.96,16:10.6
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/03,954709,161296,1,2,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,506572,Collect in Despatch,2020-06-03,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053461-01 CORLENE NET,CORLENE,806076,Driver will Collect,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,101,DSV-PARTS W/H,101_DSV-PARTS W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,CORLENE,0,53461,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Parts,Copiers,SCD,SPARES COPIER DRUMS,B0399510F,OPC DRUM AF1015/18 (F),C,COPIER PARTS,AA,OPC,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,540.34,319.73,1.0,0,0.0,0.0,15,540.34,0.0,0.0,81.05,621.39,16:10.6
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/08,955133,161705,1,7,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,506841,Truck,2020-06-08,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053490-01 DDREB NET,DDREB,NASHUA MPUMALANGA,ORDER TO BE COLLECTED,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,100,DSV-MAIN W/H,100_DSV-MAIN W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,DDREB,0,53490,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC2503M,MAGENTA PRINT CART:MPC2503,ZCC,Copier chem/cons,,TCM,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Ship & Invoice,15,15,15,0,1655.0,1323.0,15.0,0,0.0,0.0,15,24825.0,0.0,0.0,3723.75,28548.75,16:10.6
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/08,955133,161705,1,15,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,506841,Truck,2020-06-08,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053490-01 DDREB NET,DDREB,NASHUA MPUMALANGA,ORDER TO BE COLLECTED,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,100,DSV-MAIN W/H,100_DSV-MAIN W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,DDREB,0,53490,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC3503C,CYAN CART:MPC3003SP/3503SP,ZCC,Copier chem/cons,,TCC,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Ship & Invoice,3,3,3,0,2924.0,2111.0,3.0,0,0.0,0.0,15,8772.0,0.0,0.0,1315.8,10087.8,16:10.6
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,,Mono,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/04,954760,161352,1,19,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,506602,Truck,2020-06-04,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053465-01 EDITHM NET,EDITHM,NASHUA MPUMALANGA,ORDER TO BE COLLECTED,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,100,DSV-MAIN W/H,100_DSV-MAIN W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,EDITHM,0,53465,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMP2501E,BLACK TONER MP 2501E,ZCC,Copier chem/cons,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Ship & Invoice,5,5,5,0,433.0,289.0,5.0,0,0.0,0.0,15,2165.0,0.0,0.0,324.75,2489.75,16:10.6
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/02,954557,161162,1,4,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,506480,Collect in Despatch,2020-06-02,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053451-01 CLAUDIAB NET,CLAUDIAB,806076,Driver will collect,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,101,DSV-PARTS W/H,101_DSV-PARTS W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,CLAUDIAB,0,53451,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Parts,Laser,SL,SPARES - LASER,AF031049,AP3800C FEED ROLLER AF1224/32,L,LASER PARTS (PRINTER),AC,,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,2,2,2,0,116.06,78.42,2.0,0,0.0,0.0,15,232.12,0.0,0.0,34.82,266.94,16:10.6
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/12,955836,162448,1,14,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,507265,Truck,2020-06-12,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053537-01 DDREB NET,DDREB,NASHUA MPUMALANGA,ORDER WILL BE COLLECTED,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,100,DSV-MAIN W/H,100_DSV-MAIN W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,DDREB,0,53537,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC3503Y,YELLOW CART:MPC3003SP/3503SP,ZCC,Copier chem/cons,,TCY,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Ship & Invoice,2,2,2,0,2924.0,2111.0,2.0,0,0.0,0.0,15,5848.0,0.0,0.0,877.2,6725.2,16:10.6
Business Infrastructure,Consumables,HP Contractual,Business Infrastructure,Annuity,Consumable,HP,Toner,Ink Cartridge,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/04,954865,161475,1,5,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-order(HP),0,Truck,1900-01-01,806076,NASHUA MPUMALANGA,NASHUA HOUSE,8 DOLERITE STREET,,AERORAND,MIDDELBURG MPUMALANGA,053466-01 EDITHM NET,NASHUA,EDITH,013 249 8800,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,406,DRIVE CONTROL,406_DRIVE CONTROL,42,CLINT VAN WYK,113,FRANCHISE DEPT,NASHUA,0,140019,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Consumables,Toner,ZTHI,CONSUMABLES HP INKJET PRINTER,L0S31YC,HP YLLW PAGEWIDE CARTRIDGE,HPI,HP Inks,,INY,,Y,Sold,Blank,,0.0,CONS,Consumables,Manual Invoice,4,4,4,0,2993.28,2823.85,4.0,0,0.0,0.0,15,11973.12,0.0,0.0,1795.97,13769.09,16:10.6
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/19,956629,163206,1,15,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,507680,Collect in Despatch,2020-06-19,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053598-01 CLAUDIAB NET,CLAUDIAB,806076,Driver will collect,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,101,DSV-PARTS W/H,101_DSV-PARTS W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,CLAUDIAB,0,53598,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Parts,Copiers,SC,SPARES - COPIERS,M2812520,RETARD ROLLER:302F909171,C,COPIER PARTS,AE,PRT,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,309.48,209.11,1.0,0,0.0,0.0,15,309.48,0.0,0.0,46.42,355.9,16:10.6
Business Infrastructure,MFP,Colour,Business Infrastructure,Hardware,MFP,Machine,Colour,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,3089RC11973,2020/06/15,955911,162513,1,2,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,507301,Truck,2020-06-15,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053539-01 DDREB NET,DDREB,NASHUA MPUMALANGA,ORDER FOR FURNCOR ENGINEERING,DRIVER WILL COLLECT,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,100,DSV-MAIN W/H,100_DSV-MAIN W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,DDREB,0,53539,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,Y,0.0,,0,,MFP,Machine,CMND,MFP MACHINE NASHUA DIGITAL,IMC2000H1,20 PPM A3 COLOUR MFP,AFI,AFICIO,,,,Y,Sold,Main Product Of BOM,,0.0,CCPM3,Col Seg 3 2(20-29),Ship & Invoice,1,1,1,0,44563.0,40340.0,1.0,0,0.0,0.0,15,44563.0,0.0,0.0,6684.45,51247.45,16:10.6
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/08,955133,161705,1,19,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,506841,Truck,2020-06-08,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053490-01 DDREB NET,DDREB,NASHUA MPUMALANGA,ORDER TO BE COLLECTED,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,100,DSV-MAIN W/H,100_DSV-MAIN W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,DDREB,0,53490,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC406CY,PRINT CART CYAN:MPC406,ZCC,Copier chem/cons,,TCC,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Ship & Invoice,2,2,2,0,1379.0,1097.0,2.0,0,0.0,0.0,15,2758.0,0.0,0.0,413.7,3171.7,16:10.6
